Passenger_Name__c,Title__c,Survived__c,Travel_Class__c,Sex__c,Age__c,Age_Group__c,Port_of_Embarkation__c,Fare__c,Fare_Category__c,Deck__c,Cabin__c,Ticket_Number__c,Siblings_Spouses__c,Parents_Children__c,Family_Group__c,Had_Lifeboat__c,Lifeboat__c,Home_Destination__c
"Albimona, Mr. Nassef Cassem",Mr,Yes,Third,Male,26,Young Adult,Cherbourg,18.7875,Standard,Unknown,,2699,0,0,Solo,Yes,15,"Syria Fredericksburg, VA"
"Alexander, Mr. William",Mr,No,Third,Male,26,Young Adult,Southampton,7.8875,Budget,Unknown,,3474,0,0,Solo,No,,"England Albion, NY"
"Alhomaki, Mr. Ilmari Rudolf",Mr,No,Third,Male,20,Young Adult,Southampton,7.9250,Budget,Unknown,,SOTON/O2 3101287,0,0,Solo,No,,"Salo, Finland Astoria, OR"
"Ali, Mr. Ahmed",Mr,No,Third,Male,24,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101311,0,0,Solo,No,,
"Ali, Mr. William",Mr,No,Third,Male,25,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101312,0,0,Solo,No,,Argentina
"Allen, Mr. William Henry",Mr,No,Third,Male,35,Young Adult,Southampton,8.0500,Budget,Unknown,,373450,0,0,Solo,No,,"Lower Clapton, Middlesex or Erdington, Birmingham"
"Allum, Mr. Owen George",Mr,No,Third,Male,18,Teen,Southampton,8.3000,Budget,Unknown,,2223,0,0,Solo,No,,"Windsor, England New York, NY"
"Andersen, Mr. Albert Karvin",Mr,No,Third,Male,32,Young Adult,Southampton,22.5250,Standard,Unknown,,C 4001,0,0,Solo,No,,"Bergen, Norway"
"Andersen-Jensen, Miss. Carla Christine Nielsine",Miss,Yes,Third,Female,19,Teen,Southampton,7.8542,Budget,Unknown,,350046,1,0,Small Family,Yes,16,
"Andersson, Master. Sigvard Harald Elias",Master,No,Third,Male,4,Child,Southampton,31.2750,Premium,Unknown,,347082,4,2,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Miss. Ebba Iris Alfrida",Miss,No,Third,Female,6,Child,Southampton,31.2750,Premium,Unknown,,347082,4,2,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Miss. Ellis Anna Maria",Miss,No,Third,Female,2,Child,Southampton,31.2750,Premium,Unknown,,347082,4,2,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Miss. Erna Alexandra",Miss,Yes,Third,Female,17,Teen,Southampton,7.9250,Budget,Unknown,,3101281,4,2,Large Family,Yes,D,"Ruotsinphyhtaa, Finland New York, NY"
"Andersson, Miss. Ida Augusta Margareta",Miss,No,Third,Female,38,Middle Aged,Southampton,7.7750,Budget,Unknown,,347091,4,2,Large Family,No,,"Vadsbro, Sweden Ministee, MI"
"Andersson, Miss. Ingeborg Constanzia",Miss,No,Third,Female,9,Child,Southampton,31.2750,Premium,Unknown,,347082,4,2,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Miss. Sigrid Elisabeth",Miss,No,Third,Female,11,Child,Southampton,31.2750,Premium,Unknown,,347082,4,2,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Mr. Anders Johan",Mr,No,Third,Male,39,Middle Aged,Southampton,31.2750,Premium,Unknown,,347082,1,5,Large Family,No,,"Sweden Winnipeg, MN"
"Andersson, Mr. August Edvard (""Wennerstrom"")",Mr,Yes,Third,Male,27,Young Adult,Southampton,7.7958,Budget,Unknown,,350043,0,0,Solo,Yes,A,
"Andersson, Mr. Johan Samuel",Mr,No,Third,Male,26,Young Adult,Southampton,7.7750,Budget,Unknown,,347075,0,0,Solo,No,,"Hartford, CT"
"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Mrs,No,Third,Female,39,Middle Aged,Southampton,31.2750,Premium,Unknown,,347082,1,5,Large Family,No,,"Sweden Winnipeg, MN"
"Andreasson, Mr. Paul Edvin",Mr,No,Third,Male,20,Young Adult,Southampton,7.8542,Budget,Unknown,,347466,0,0,Solo,No,,"Sweden Chicago, IL"
"Angheloff, Mr. Minko",Mr,No,Third,Male,26,Young Adult,Southampton,7.8958,Budget,Unknown,,349202,0,0,Solo,No,,"Bulgaria Chicago, IL"
"Arnold-Franchi, Mr. Josef",Mr,No,Third,Male,25,Young Adult,Southampton,17.8000,Standard,Unknown,,349237,1,0,Small Family,No,,"Altdorf, Switzerland"
"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",Mrs,No,Third,Female,18,Teen,Southampton,17.8000,Standard,Unknown,,349237,1,0,Small Family,No,,"Altdorf, Switzerland"
"Aronsson, Mr. Ernst Axel Algot",Mr,No,Third,Male,24,Young Adult,Southampton,7.7750,Budget,Unknown,,349911,0,0,Solo,No,,"Sweden Joliet, IL"
"Asim, Mr. Adola",Mr,No,Third,Male,35,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101310,0,0,Solo,No,,
"Asplund, Master. Carl Edgar",Master,No,Third,Male,5,Child,Southampton,31.3875,Premium,Unknown,,347077,4,2,Large Family,No,,"Sweden  Worcester, MA"
"Asplund, Master. Clarence Gustaf Hugo",Master,No,Third,Male,9,Child,Southampton,31.3875,Premium,Unknown,,347077,4,2,Large Family,No,,"Sweden Worcester, MA"
"Asplund, Master. Edvin Rojj Felix",Master,Yes,Third,Male,3,Child,Southampton,31.3875,Premium,Unknown,,347077,4,2,Large Family,Yes,15,"Sweden Worcester, MA"
"Asplund, Master. Filip Oscar",Master,No,Third,Male,13,Teen,Southampton,31.3875,Premium,Unknown,,347077,4,2,Large Family,No,,"Sweden Worcester, MA"
"Asplund, Miss. Lillian Gertrud",Miss,Yes,Third,Female,5,Child,Southampton,31.3875,Premium,Unknown,,347077,4,2,Large Family,Yes,15,"Sweden Worcester, MA"
"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",Mr,No,Third,Male,40,Middle Aged,Southampton,31.3875,Premium,Unknown,,347077,1,5,Large Family,No,,"Sweden  Worcester, MA"
"Asplund, Mr. Johan Charles",Mr,Yes,Third,Male,23,Young Adult,Southampton,7.7958,Budget,Unknown,,350054,0,0,Solo,Yes,13,"Oskarshamn, Sweden Minneapolis, MN"
"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",Mrs,Yes,Third,Female,38,Middle Aged,Southampton,31.3875,Premium,Unknown,,347077,1,5,Large Family,Yes,15,"Sweden  Worcester, MA"
"Assaf Khalil, Mrs. Mariana (""Miriam"")",Mrs,Yes,Third,Female,45,Middle Aged,Cherbourg,7.2250,Budget,Unknown,,2696,0,0,Solo,Yes,C,"Ottawa, ON"
"Assaf, Mr. Gerios",Mr,No,Third,Male,21,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2692,0,0,Solo,No,,"Ottawa, ON"
"Assam, Mr. Ali",Mr,No,Third,Male,23,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101309,0,0,Solo,No,,
"Attalah, Miss. Malake",Miss,No,Third,Female,17,Teen,Cherbourg,14.4583,Standard,Unknown,,2627,0,0,Solo,No,,
"Attalah, Mr. Sleiman",Mr,No,Third,Male,30,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2694,0,0,Solo,No,,"Ottawa, ON"
"Augustsson, Mr. Albert",Mr,No,Third,Male,23,Young Adult,Southampton,7.8542,Budget,Unknown,,347468,0,0,Solo,No,,"Krakoryd, Sweden Bloomington, IL"
"Ayoub, Miss. Banoura",Miss,Yes,Third,Female,13,Teen,Cherbourg,7.2292,Budget,Unknown,,2687,0,0,Solo,Yes,C,"Syria Youngstown, OH"
"Baccos, Mr. Raffull",Mr,No,Third,Male,20,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2679,0,0,Solo,No,,
"Backstrom, Mr. Karl Alfred",Mr,No,Third,Male,32,Young Adult,Southampton,15.8500,Standard,Unknown,,3101278,1,0,Small Family,Yes,D,"Ruotsinphytaa, Finland New York, NY"
"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Mrs,Yes,Third,Female,33,Young Adult,Southampton,15.8500,Standard,Unknown,,3101278,3,0,Small Family,No,,"Ruotsinphytaa, Finland New York, NY"
"Baclini, Miss. Eugenie",Miss,Yes,Third,Female,0.75,Child,Cherbourg,19.2583,Standard,Unknown,,2666,2,1,Small Family,Yes,C,"Syria New York, NY"
"Baclini, Miss. Helene Barbara",Miss,Yes,Third,Female,0.75,Child,Cherbourg,19.2583,Standard,Unknown,,2666,2,1,Small Family,Yes,C,"Syria New York, NY"
"Baclini, Miss. Marie Catherine",Miss,Yes,Third,Female,5,Child,Cherbourg,19.2583,Standard,Unknown,,2666,2,1,Small Family,Yes,C,"Syria New York, NY"
"Baclini, Mrs. Solomon (Latifa Qurban)",Mrs,Yes,Third,Female,24,Young Adult,Cherbourg,19.2583,Standard,Unknown,,2666,0,3,Small Family,Yes,C,"Syria New York, NY"
"Badman, Miss. Emily Louisa",Miss,Yes,Third,Female,18,Teen,Southampton,8.0500,Budget,Unknown,,A/4 31416,0,0,Solo,Yes,C,"London Skanteales, NY"
"Badt, Mr. Mohamed",Mr,No,Third,Male,40,Middle Aged,Cherbourg,7.2250,Budget,Unknown,,2623,0,0,Solo,No,,
"Balkic, Mr. Cerin",Mr,No,Third,Male,26,Young Adult,Southampton,7.8958,Budget,Unknown,,349248,0,0,Solo,No,,
"Barah, Mr. Hanna Assi",Mr,Yes,Third,Male,20,Young Adult,Cherbourg,7.2292,Budget,Unknown,,2663,0,0,Solo,Yes,15,
"Barbara, Miss. Saiide",Miss,No,Third,Female,18,Teen,Cherbourg,14.4542,Standard,Unknown,,2691,0,1,Small Family,No,,"Syria Ottawa, ON"
"Barbara, Mrs. (Catherine David)",Mrs,No,Third,Female,45,Middle Aged,Cherbourg,14.4542,Standard,Unknown,,2691,0,1,Small Family,No,,"Syria Ottawa, ON"
"Barry, Miss. Julia",Miss,No,Third,Female,27,Young Adult,Queenstown,7.8792,Budget,Unknown,,330844,0,0,Solo,No,,"New York, NY"
"Barton, Mr. David John",Mr,No,Third,Male,22,Young Adult,Southampton,8.0500,Budget,Unknown,,324669,0,0,Solo,No,,"England New York, NY"
"Beavan, Mr. William Thomas",Mr,No,Third,Male,19,Teen,Southampton,8.0500,Budget,Unknown,,323951,0,0,Solo,No,,England
"Bengtsson, Mr. John Viktor",Mr,No,Third,Male,26,Young Adult,Southampton,7.7750,Budget,Unknown,,347068,0,0,Solo,No,,"Krakudden, Sweden Moune, IL"
"Berglund, Mr. Karl Ivar Sven",Mr,No,Third,Male,22,Young Adult,Southampton,9.3500,Budget,Unknown,,PP 4348,0,0,Solo,No,,"Tranvik, Finland New York"
"Betros, Master. Seman",Master,No,Third,Male,,Unknown,Cherbourg,7.2292,Budget,Unknown,,2622,0,0,Solo,No,,
"Betros, Mr. Tannous",Mr,No,Third,Male,20,Young Adult,Cherbourg,4.0125,Budget,Unknown,,2648,0,0,Solo,No,,Syria
"Bing, Mr. Lee",Mr,Yes,Third,Male,32,Young Adult,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,C,"Hong Kong New York, NY"
"Birkeland, Mr. Hans Martin Monsen",Mr,No,Third,Male,21,Young Adult,Southampton,7.7750,Budget,Unknown,,312992,0,0,Solo,No,,"Brennes, Norway New York"
"Bjorklund, Mr. Ernst Herbert",Mr,No,Third,Male,18,Teen,Southampton,7.7500,Budget,Unknown,,347090,0,0,Solo,No,,"Stockholm, Sweden New York"
"Bostandyeff, Mr. Guentcho",Mr,No,Third,Male,26,Young Adult,Southampton,7.8958,Budget,Unknown,,349224,0,0,Solo,No,,"Bulgaria Chicago, IL"
"Boulos, Master. Akar",Master,No,Third,Male,6,Child,Cherbourg,15.2458,Standard,Unknown,,2678,1,1,Small Family,No,,"Syria Kent, ON"
"Boulos, Miss. Nourelain",Miss,No,Third,Female,9,Child,Cherbourg,15.2458,Standard,Unknown,,2678,1,1,Small Family,No,,"Syria Kent, ON"
"Boulos, Mr. Hanna",Mr,No,Third,Male,,Unknown,Cherbourg,7.2250,Budget,Unknown,,2664,0,0,Solo,No,,Syria
"Boulos, Mrs. Joseph (Sultana)",Mrs,No,Third,Female,,Unknown,Cherbourg,15.2458,Standard,Unknown,,2678,0,2,Small Family,No,,"Syria Kent, ON"
"Bourke, Miss. Mary",Miss,No,Third,Female,,Unknown,Queenstown,7.7500,Budget,Unknown,,364848,0,2,Small Family,No,,"Ireland Chicago, IL"
"Bourke, Mr. John",Mr,No,Third,Male,40,Middle Aged,Queenstown,15.5000,Standard,Unknown,,364849,1,1,Small Family,No,,"Ireland Chicago, IL"
"Bourke, Mrs. John (Catherine)",Mrs,No,Third,Female,32,Young Adult,Queenstown,15.5000,Standard,Unknown,,364849,1,1,Small Family,No,,"Ireland Chicago, IL"
"Bowen, Mr. David John ""Dai""",Mr,No,Third,Male,21,Young Adult,Southampton,16.1000,Standard,Unknown,,54636,0,0,Solo,No,,"Treherbert, Cardiff, Wales"
"Bradley, Miss. Bridget Delia",Miss,Yes,Third,Female,22,Young Adult,Queenstown,7.7250,Budget,Unknown,,334914,0,0,Solo,Yes,13,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
"Braf, Miss. Elin Ester Maria",Miss,No,Third,Female,20,Young Adult,Southampton,7.8542,Budget,Unknown,,347471,0,0,Solo,No,,"Medeltorp, Sweden Chicago, IL"
"Braund, Mr. Lewis Richard",Mr,No,Third,Male,29,Young Adult,Southampton,7.0458,Budget,Unknown,,3460,1,0,Small Family,No,,"Bridgerule, Devon"
"Braund, Mr. Owen Harris",Mr,No,Third,Male,22,Young Adult,Southampton,7.2500,Budget,Unknown,,A/5 21171,1,0,Small Family,No,,"Bridgerule, Devon"
"Brobeck, Mr. Karl Rudolf",Mr,No,Third,Male,22,Young Adult,Southampton,7.7958,Budget,Unknown,,350045,0,0,Solo,No,,"Sweden Worcester, MA"
"Brocklebank, Mr. William Alfred",Mr,No,Third,Male,35,Young Adult,Southampton,8.0500,Budget,Unknown,,364512,0,0,Solo,No,,"Broomfield, Chelmsford, England"
"Buckley, Miss. Katherine",Miss,No,Third,Female,18.5,Teen,Queenstown,7.2833,Budget,Unknown,,329944,0,0,Solo,No,,"Co Cork, Ireland Roxbury, MA"
"Buckley, Mr. Daniel",Mr,Yes,Third,Male,21,Young Adult,Queenstown,7.8208,Budget,Unknown,,330920,0,0,Solo,Yes,13,"Kingwilliamstown, Co Cork, Ireland New York, NY"
"Burke, Mr. Jeremiah",Mr,No,Third,Male,19,Teen,Queenstown,6.7500,Budget,Unknown,,365222,0,0,Solo,No,,"Co Cork, Ireland Charlestown, MA"
"Burns, Miss. Mary Delia",Miss,No,Third,Female,18,Teen,Queenstown,7.8792,Budget,Unknown,,330963,0,0,Solo,No,,"Co Sligo, Ireland New York, NY"
"Cacic, Miss. Manda",Miss,No,Third,Female,21,Young Adult,Southampton,8.6625,Budget,Unknown,,315087,0,0,Solo,No,,
"Cacic, Miss. Marija",Miss,No,Third,Female,30,Young Adult,Southampton,8.6625,Budget,Unknown,,315084,0,0,Solo,No,,
"Cacic, Mr. Jego Grga",Mr,No,Third,Male,18,Teen,Southampton,8.6625,Budget,Unknown,,315091,0,0,Solo,No,,
"Cacic, Mr. Luka",Mr,No,Third,Male,38,Middle Aged,Southampton,8.6625,Budget,Unknown,,315089,0,0,Solo,No,,Croatia
"Calic, Mr. Jovo",Mr,No,Third,Male,17,Teen,Southampton,8.6625,Budget,Unknown,,315093,0,0,Solo,No,,
"Calic, Mr. Petar",Mr,No,Third,Male,17,Teen,Southampton,8.6625,Budget,Unknown,,315086,0,0,Solo,No,,
"Canavan, Miss. Mary",Miss,No,Third,Female,21,Young Adult,Queenstown,7.7500,Budget,Unknown,,364846,0,0,Solo,No,,
"Canavan, Mr. Patrick",Mr,No,Third,Male,21,Young Adult,Queenstown,7.7500,Budget,Unknown,,364858,0,0,Solo,No,,"Ireland Philadelphia, PA"
"Cann, Mr. Ernest Charles",Mr,No,Third,Male,21,Young Adult,Southampton,8.0500,Budget,Unknown,,A./5. 2152,0,0,Solo,No,,
"Caram, Mr. Joseph",Mr,No,Third,Male,,Unknown,Cherbourg,14.4583,Standard,Unknown,,2689,1,0,Small Family,No,,"Ottawa, ON"
"Caram, Mrs. Joseph (Maria Elias)",Mrs,No,Third,Female,,Unknown,Cherbourg,14.4583,Standard,Unknown,,2689,1,0,Small Family,No,,"Ottawa, ON"
"Carlsson, Mr. August Sigfrid",Mr,No,Third,Male,28,Young Adult,Southampton,7.7958,Budget,Unknown,,350042,0,0,Solo,No,,"Dagsas, Sweden Fower, MN"
"Carlsson, Mr. Carl Robert",Mr,No,Third,Male,24,Young Adult,Southampton,7.8542,Budget,Unknown,,350409,0,0,Solo,No,,"Goteborg, Sweden Huntley, IL"
"Carr, Miss. Helen ""Ellen""",Miss,Yes,Third,Female,16,Teen,Queenstown,7.7500,Budget,Unknown,,367231,0,0,Solo,Yes,16,"Co Longford, Ireland New York, NY"
"Carr, Miss. Jeannie",Miss,No,Third,Female,37,Middle Aged,Queenstown,7.7500,Budget,Unknown,,368364,0,0,Solo,No,,"Co Sligo, Ireland Hartford, CT"
"Carver, Mr. Alfred John",Mr,No,Third,Male,28,Young Adult,Southampton,7.2500,Budget,Unknown,,392095,0,0,Solo,No,,"St Denys, Southampton, Hants"
"Celotti, Mr. Francesco",Mr,No,Third,Male,24,Young Adult,Southampton,8.0500,Budget,Unknown,,343275,0,0,Solo,No,,London
"Charters, Mr. David",Mr,No,Third,Male,21,Young Adult,Queenstown,7.7333,Budget,Unknown,,A/5. 13032,0,0,Solo,No,,"Ireland New York, NY"
"Chip, Mr. Chang",Mr,Yes,Third,Male,32,Young Adult,Southampton,56.4958,Premium,Unknown,,1601,0,0,Solo,Yes,C,"Hong Kong New York, NY"
"Christmann, Mr. Emil",Mr,No,Third,Male,29,Young Adult,Southampton,8.0500,Budget,Unknown,,343276,0,0,Solo,No,,
"Chronopoulos, Mr. Apostolos",Mr,No,Third,Male,26,Young Adult,Cherbourg,14.4542,Standard,Unknown,,2680,1,0,Small Family,No,,Greece
"Chronopoulos, Mr. Demetrios",Mr,No,Third,Male,18,Teen,Cherbourg,14.4542,Standard,Unknown,,2680,1,0,Small Family,No,,Greece
"Coelho, Mr. Domingos Fernandeo",Mr,No,Third,Male,20,Young Adult,Southampton,7.0500,Budget,Unknown,,SOTON/O.Q. 3101307,0,0,Solo,No,,Portugal
"Cohen, Mr. Gurshon ""Gus""",Mr,Yes,Third,Male,18,Teen,Southampton,8.0500,Budget,Unknown,,A/5 3540,0,0,Solo,Yes,12,"London Brooklyn, NY"
"Colbert, Mr. Patrick",Mr,No,Third,Male,24,Young Adult,Queenstown,7.2500,Budget,Unknown,,371109,0,0,Solo,No,,"Co Limerick, Ireland Sherbrooke, PQ"
"Coleff, Mr. Peju",Mr,No,Third,Male,36,Middle Aged,Southampton,7.4958,Budget,Unknown,,349210,0,0,Solo,No,,"Bulgaria Chicago, IL"
"Coleff, Mr. Satio",Mr,No,Third,Male,24,Young Adult,Southampton,7.4958,Budget,Unknown,,349209,0,0,Solo,No,,
"Conlon, Mr. Thomas Henry",Mr,No,Third,Male,31,Young Adult,Queenstown,7.7333,Budget,Unknown,,21332,0,0,Solo,No,,"Philadelphia, PA"
"Connaghton, Mr. Michael",Mr,No,Third,Male,31,Young Adult,Queenstown,7.7500,Budget,Unknown,,335097,0,0,Solo,No,,"Ireland Brooklyn, NY"
"Connolly, Miss. Kate",Miss,Yes,Third,Female,22,Young Adult,Queenstown,7.7500,Budget,Unknown,,370373,0,0,Solo,Yes,13,Ireland
"Connolly, Miss. Kate",Miss,No,Third,Female,30,Young Adult,Queenstown,7.6292,Budget,Unknown,,330972,0,0,Solo,No,,Ireland
"Connors, Mr. Patrick",Mr,No,Third,Male,70.5,Senior,Queenstown,7.7500,Budget,Unknown,,370369,0,0,Solo,No,,
"Cook, Mr. Jacob",Mr,No,Third,Male,43,Middle Aged,Southampton,8.0500,Budget,Unknown,,A/5 3536,0,0,Solo,No,,
"Cor, Mr. Bartol",Mr,No,Third,Male,35,Young Adult,Southampton,7.8958,Budget,Unknown,,349230,0,0,Solo,No,,Austria
"Cor, Mr. Ivan",Mr,No,Third,Male,27,Young Adult,Southampton,7.8958,Budget,Unknown,,349229,0,0,Solo,No,,Austria
"Cor, Mr. Liudevit",Mr,No,Third,Male,19,Teen,Southampton,7.8958,Budget,Unknown,,349231,0,0,Solo,No,,Austria
"Corn, Mr. Harry",Mr,No,Third,Male,30,Young Adult,Southampton,8.0500,Budget,Unknown,,SOTON/OQ 392090,0,0,Solo,No,,London
"Coutts, Master. Eden Leslie ""Neville""",Master,Yes,Third,Male,9,Child,Southampton,15.9000,Standard,Unknown,,C.A. 37671,1,1,Small Family,Yes,2,"England Brooklyn, NY"
"Coutts, Master. William Loch ""William""",Master,Yes,Third,Male,3,Child,Southampton,15.9000,Standard,Unknown,,C.A. 37671,1,1,Small Family,Yes,2,"England Brooklyn, NY"
"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",Mrs,Yes,Third,Female,36,Middle Aged,Southampton,15.9000,Standard,Unknown,,C.A. 37671,0,2,Small Family,Yes,2,"England Brooklyn, NY"
"Coxon, Mr. Daniel",Mr,No,Third,Male,59,Senior,Southampton,7.2500,Budget,Unknown,,364500,0,0,Solo,No,,"Merrill, WI"
"Crease, Mr. Ernest James",Mr,No,Third,Male,19,Teen,Southampton,8.1583,Budget,Unknown,,S.P. 3464,0,0,Solo,No,,"Bristol, England Cleveland, OH"
"Cribb, Miss. Laura Alice",Miss,Yes,Third,Female,17,Teen,Southampton,16.1000,Standard,Unknown,,371362,0,1,Small Family,Yes,12,"Bournemouth, England Newark, NJ"
"Cribb, Mr. John Hatfield",Mr,No,Third,Male,44,Middle Aged,Southampton,16.1000,Standard,Unknown,,371362,0,1,Small Family,No,,"Bournemouth, England Newark, NJ"
"Culumovic, Mr. Jeso",Mr,No,Third,Male,17,Teen,Southampton,8.6625,Budget,Unknown,,315090,0,0,Solo,No,,Austria-Hungary
"Daher, Mr. Shedid",Mr,No,Third,Male,22.5,Young Adult,Cherbourg,7.2250,Budget,Unknown,,2698,0,0,Solo,No,,
"Dahl, Mr. Karl Edwart",Mr,Yes,Third,Male,45,Middle Aged,Southampton,8.0500,Budget,Unknown,,7598,0,0,Solo,Yes,15,"Australia Fingal, ND"
"Dahlberg, Miss. Gerda Ulrika",Miss,No,Third,Female,22,Young Adult,Southampton,10.5167,Standard,Unknown,,7552,0,0,Solo,No,,"Norrlot, Sweden Chicago, IL"
"Dakic, Mr. Branko",Mr,No,Third,Male,19,Teen,Southampton,10.1708,Standard,Unknown,,349228,0,0,Solo,No,,Austria
"Daly, Miss. Margaret Marcella ""Maggie""",Miss,Yes,Third,Female,30,Young Adult,Queenstown,6.9500,Budget,Unknown,,382650,0,0,Solo,Yes,15,"Co Athlone, Ireland New York, NY"
"Daly, Mr. Eugene Patrick",Mr,Yes,Third,Male,29,Young Adult,Queenstown,7.7500,Budget,Unknown,,382651,0,0,Solo,Yes,13 15 B,"Co Athlone, Ireland New York, NY"
"Danbom, Master. Gilbert Sigvard Emanuel",Master,No,Third,Male,0.33,Child,Southampton,14.4000,Standard,Unknown,,347080,0,2,Small Family,No,,"Stanton, IA"
"Danbom, Mr. Ernst Gilbert",Mr,No,Third,Male,34,Young Adult,Southampton,14.4000,Standard,Unknown,,347080,1,1,Small Family,No,,"Stanton, IA"
"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mrs,No,Third,Female,28,Young Adult,Southampton,14.4000,Standard,Unknown,,347080,1,1,Small Family,No,,"Stanton, IA"
"Danoff, Mr. Yoto",Mr,No,Third,Male,27,Young Adult,Southampton,7.8958,Budget,Unknown,,349219,0,0,Solo,No,,"Bulgaria Chicago, IL"
"Dantcheff, Mr. Ristiu",Mr,No,Third,Male,25,Young Adult,Southampton,7.8958,Budget,Unknown,,349203,0,0,Solo,No,,"Bulgaria Chicago, IL"
"Davies, Mr. Alfred J",Mr,No,Third,Male,24,Young Adult,Southampton,24.1500,Standard,Unknown,,A/4 48871,2,0,Small Family,No,,"West Bromwich, England Pontiac, MI"
"Davies, Mr. Evan",Mr,No,Third,Male,22,Young Adult,Southampton,8.0500,Budget,Unknown,,SC/A4 23568,0,0,Solo,No,,
"Davies, Mr. John Samuel",Mr,No,Third,Male,21,Young Adult,Southampton,24.1500,Standard,Unknown,,A/4 48871,2,0,Small Family,No,,"West Bromwich, England Pontiac, MI"
"Davies, Mr. Joseph",Mr,No,Third,Male,17,Teen,Southampton,8.0500,Budget,Unknown,,A/4 48873,2,0,Small Family,No,,"West Bromwich, England Pontiac, MI"
"Davison, Mr. Thomas Henry",Mr,No,Third,Male,,Unknown,Southampton,16.1000,Standard,Unknown,,386525,1,0,Small Family,No,,"Liverpool, England Bedford, OH"
"Davison, Mrs. Thomas Henry (Mary E Finck)",Mrs,Yes,Third,Female,,Unknown,Southampton,16.1000,Standard,Unknown,,386525,1,0,Small Family,Yes,16,"Liverpool, England Bedford, OH"
"de Messemaeker, Mr. Guillaume Joseph",Mr,Yes,Third,Male,36.5,Middle Aged,Southampton,17.4000,Standard,Unknown,,345572,1,0,Small Family,Yes,15,"Tampico, MT"
"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Mrs,Yes,Third,Female,36,Middle Aged,Southampton,17.4000,Standard,Unknown,,345572,1,0,Small Family,Yes,13,"Tampico, MT"
"de Mulder, Mr. Theodore",Mr,Yes,Third,Male,30,Young Adult,Southampton,9.5000,Budget,Unknown,,345774,0,0,Solo,Yes,11,"Belgium Detroit, MI"
"de Pelsmaeker, Mr. Alfons",Mr,No,Third,Male,16,Teen,Southampton,9.5000,Budget,Unknown,,345778,0,0,Solo,No,,
"Dean, Master. Bertram Vere",Master,Yes,Third,Male,1,Child,Southampton,20.5750,Standard,Unknown,,C.A. 2315,1,2,Small Family,Yes,10,"Devon, England Wichita, KS"
"Dean, Miss. Elizabeth Gladys ""Millvina""",Miss,Yes,Third,Female,0.17,Child,Southampton,20.5750,Standard,Unknown,,C.A. 2315,1,2,Small Family,Yes,10,"Devon, England Wichita, KS"
"Dean, Mr. Bertram Frank",Mr,No,Third,Male,26,Young Adult,Southampton,20.5750,Standard,Unknown,,C.A. 2315,1,2,Small Family,No,,"Devon, England Wichita, KS"
"Dean, Mrs. Bertram (Eva Georgetta Light)",Mrs,Yes,Third,Female,33,Young Adult,Southampton,20.5750,Standard,Unknown,,C.A. 2315,1,2,Small Family,Yes,10,"Devon, England Wichita, KS"
"Delalic, Mr. Redjo",Mr,No,Third,Male,25,Young Adult,Southampton,7.8958,Budget,Unknown,,349250,0,0,Solo,No,,
"Demetri, Mr. Marinko",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349238,0,0,Solo,No,,
"Denkoff, Mr. Mitto",Mr,No,Third,Male,,Unknown,Southampton,7.8958,Budget,Unknown,,349225,0,0,Solo,No,,"Bulgaria Coon Rapids, IA"
"Dennis, Mr. Samuel",Mr,No,Third,Male,22,Young Adult,Southampton,7.2500,Budget,Unknown,,A/5 21172,0,0,Solo,No,,
"Dennis, Mr. William",Mr,No,Third,Male,36,Middle Aged,Southampton,7.2500,Budget,Unknown,,A/5 21175,0,0,Solo,No,,
"Devaney, Miss. Margaret Delia",Miss,Yes,Third,Female,19,Teen,Queenstown,7.8792,Budget,Unknown,,330958,0,0,Solo,Yes,C,"Kilmacowen, Co Sligo, Ireland New York, NY"
"Dika, Mr. Mirko",Mr,No,Third,Male,17,Teen,Southampton,7.8958,Budget,Unknown,,349232,0,0,Solo,No,,
